APOGEE_ID,GLON,GLAT,RA,DEC,VHELIO_AVG,LOGG,TEFF,PMRA,PMDEC,AL_H,NA_H,O_H,MG_H,C_H,N_H,V_H,TI_H,CA_H,FE_H,K_H,MN_H,NI_H,SI_H,S_H,SNR,cluster_name,label
2M03442894+3201378,160.567246925,-17.9180862623,56.120613,32.02718,15.2707996368,1.6093323734,4420.4387626,0.0,0.0,-1.99120200908,-0.866462833879,-0.926375487986,-1.3358333982,-1.80864696699,-1.00643102225,-1.58999745928,-1.21428520081,-1.18117125086,-1.22656702345,-1.66620392324,-1.45419379239,-1.20356193369,-1.30802992869,-1.14468584423,41.4906997681,background,-1
2M03442970+3205522,160.521831388,-17.8621255771,56.12379,32.097836,-29.9368000031,3.75327252625,5348.6553149,22.0,-6.0,-0.087481077173,-0.0301134334901,-0.0470579123672,0.055139223927,-0.0689923681768,-0.448360476146,-0.514455001521,-0.217054067861,-0.147981831264,-0.188293904038,-0.451385858891,-0.10739300681,-0.421084263728,0.103293584966,-0.0247561627674,65.3184967041,background,-1
2M03443115+6017180,142.850533569,4.29282369115,56.129796,60.288338,-29.9221992493,2.15636073073,4536.96148027,0.0,0.0,0.0406244084833,0.0170606191531,0.0386782576161,-0.0499029738648,-0.222941849683,0.210356722136,-0.488121039397,-0.154731316279,-0.0948951341915,0.00898391182358,-0.285584892086,0.0270035360906,-0.102962530747,0.199442809556,0.0907730826444,148.111999512,background,-1
2M03443170+2335263,166.498544003,-24.2903118787,56.132106,23.590651,6.46953010559,1.51379006875,4367.97575139,18.0,-42.0,-2.28970931838,-2.53108990904,-1.60370801866,-1.66263639129,-2.23304895726,-1.50093413178,-2.40551267318,-1.63262229878,-1.55949035913,-1.94156653336,-2.04059286579,-2.07397571372,-1.94909506429,-1.74331135594,-1.69592521873,87.7433013916,background,-1
2M03450819+3755498,156.78505593,-13.2699343398,56.2841450715,37.9305041611,-14.5304002762,2.29531880087,5071.42002851,-3.5,-6.80000019073,-1.98459489059,-1.90917389417,-1.44425840622,-1.48951543843,-1.54690946322,-1.07699050007,-1.90962372441,-1.41492700688,-1.54828390249,-1.7283311233,-1.93698634717,-1.91855352771,-1.6707603885,-1.54787124665,-1.39567656738,266.756988525,background,-1
2M03454473+8048256,129.675601603,20.3115774244,56.436394,80.807129,-124.906997681,1.80155924336,4381.22228864,0.0,0.0,-0.409330253089,-0.822380842521,-0.377831612774,-0.456305713805,-0.492634956587,-0.320558775665,-0.528156392837,-0.548397581509,-0.577465744229,-0.524120068066,-0.70157347265,-0.476804814333,-0.515800595742,-0.30745714275,-0.275088816361,74.3783035278,background,-1
2M03462768+5016447,149.211868258,-3.44391890969,56.615341,50.279102,-35.1766014099,2.52317120221,4770.94668264,0.0,0.0,0.0242492195698,-0.176543949075,-0.0973482065051,-0.213037091533,-0.238077338541,0.0199491217709,-0.611416570671,-0.330230795946,-0.126475642826,-0.141969385954,-0.344313716062,-0.089687650214,-0.119666197349,0.00518163827135,0.0162095205708,123.464996338,background,-1
2M03463777+2444517,166.041316712,-23.1099955363,56.65739,24.747698,5.19561004639,4.21442420189,5082.6785714,0.0,0.0,-0.043642971534,0.00388476065988,-0.0159135321451,0.0570234037847,0.0536264754553,-0.320455492624,0.15387216508,-0.0495750123486,-0.0987548688709,0.00955151017412,-0.282657000122,0.154394363362,-0.0189102110426,0.0173066976422,-0.105492983985,408.371002197,Pleiades,17
2M03471166+4903423,150.059327542,-4.32770960068,56.798596,49.061771,-47.7442016602,2.6690761415,4812.25889911,5.40000009537,-2.20000004768,-0.320799321504,-0.0964534882285,-0.240563688837,-0.34469763165,-0.504024871616,-0.334121513096,-0.998928266468,-0.711525054875,-0.387042474189,-0.405764067604,-0.729381783708,-0.367264498005,-0.514465316582,-0.167392743277,-0.279454777857,134.240997314,background,-1
2M03475659+4757101,150.847593561,-5.12016956326,56.985807,47.952831,-66.0207977295,2.76457246682,4904.17883571,0.0,0.0,-0.315986833952,-0.649342080098,-0.331796525963,-0.448208017348,-0.494991269722,-0.485928241659,-0.666951606272,-0.470703563568,-0.674866612141,-0.487364411251,-0.439729780114,-0.446287778554,-0.504730741237,-0.202184969108,-0.201129855731,97.1662979126,background,-1
2M03480048+3207463,161.096669723,-17.3580074362,57.002021,32.129539,26.3791999817,1.51481076725,4331.31791515,0.0,0.0,-1.84106476922,-2.1421598297,-1.22036050206,-1.11618275041,-1.57464473191,-1.07473139954,-1.60576555974,-1.01288903819,-1.00826818735,-1.40610669635,-1.4242620531,-1.52940165544,-1.37171055651,-1.35953723476,-1.32325744322,123.099998474,background,-1
2M03480214+6021559,143.146345947,4.62205613146,57.008927,60.365551,-63.2209014893,2.92322197826,5035.30546653,0.0,0.0,-0.0284622429486,0.100025736224,0.077914761401,-0.0445393675623,-0.142773757468,0.246942155474,0.0311034664415,-0.0543068703024,-0.121368785577,0.0311177251582,-0.00574610855831,0.176355533189,-0.00697764714103,0.202641382278,0.293145204137,150.688995361,background,-1
2M03483451+2326053,167.363772505,-23.7799335619,57.143806,23.434818,6.0485200882,4.22845916661,5510.28975043,0.0,0.0,-0.468151984715,-0.330701000919,-0.286184648946,-0.211236259168,-0.0568580343783,-0.712236970193,0.0914784534425,-0.429802149496,-0.337362940316,-0.355138008661,-0.464691777238,-0.212544156648,-0.252333836743,-0.363411358029,-0.108798157341,528.770019531,background,-1
2M03492834+7851217,131.167980822,18.9485321785,57.368096,78.856033,31.4901008606,2.50142069483,4621.25874184,6.90000009537,-0.10000000149,0.0781870238807,-0.288880428903,-0.0190254486703,-0.0859509636629,-0.132239053044,-0.00134595001956,-0.339499955822,-0.101691358118,-0.107281781545,-0.0878372396098,-0.120635255602,-0.0718552316914,-0.207135248823,0.0408147672153,0.128826372618,420.848999023,background,-1
2M03493401+3220206,161.215777062,-16.9843617109,57.391711,32.339077,6.78600978851,2.54503646014,4766.2342763,2.0,-6.80000019073,0.00347426728303,-0.0840915472313,-0.116140906105,-0.194493330296,-0.337512895756,0.191065211673,-0.162034633643,-0.15872891857,-0.197604001579,-0.152941562151,-0.2958804142,-0.0741039747027,-0.169069199016,0.0549606775802,0.0405988334624,382.713012695,background,-1
2M03493920+4857238,150.441385906,-4.15888320675,57.413374,48.956619,-93.9629974365,1.98953945985,4473.61369673,7.40000009537,-10.8999996185,0.00121761236774,-0.229874029815,-0.0981144892582,0.0110654298504,-0.27697954643,0.0315450696831,-0.724055464172,-0.121358728887,-0.205311647051,-0.174951324187,-0.490508413944,-0.208799022502,-0.262887491949,0.0473099075239,-0.0523699710962,281.993988037,background,-1
2M03494095+3929457,156.473593125,-11.4966163114,57.420662,39.496044,15.9569997787,2.02920200783,4438.39864238,2.0,-12.5,0.0883554192924,-0.106851418112,0.0302439577335,-0.00976652623226,-0.00798054175547,0.159917814346,-0.103919706771,0.0713172573295,-0.00235939582037,0.0174805769211,-0.122758935904,0.138866976521,0.00651002908556,0.174980406912,0.120329043438,445.640991211,background,-1
2M03511989+3940299,156.606115203,-11.155938314,57.832888,39.67498,-51.7761001587,2.72965120549,4851.94398409,-4.0,-8.30000019073,-0.00241125587617,-0.0440133923331,0.0298502796084,-0.109756843961,-0.198358294154,0.143685595956,-0.440637297664,-0.140372864281,-0.188361829194,-0.0539847513427,-0.19545768194,0.0636990981814,-0.006153591976,0.0810539596026,0.0845977274918,193.537994385,background,-1
2M03521683+3732447,158.152947552,-12.6650125359,58.070145,37.545765,-7.30162000656,2.55648181512,4862.90029932,-3.20000004768,-2.79999995232,-0.317844611333,-0.484819929437,-0.362939260871,-0.472086528235,-0.525870728841,-0.397511443711,-0.4931292377,-0.583616245917,-0.560213727194,-0.494014551058,-0.574641974463,-0.537221798919,-0.521778644978,-0.214192954718,-0.21656603411,139.729003906,background,-1
2M03523763+4834406,151.062107388,-4.1441136311,58.156818,48.577961,-12.0881996155,2.57855407925,4781.19342667,0.0,0.0,-0.295208244351,-0.84033698765,-0.276916656095,-0.523053948251,-0.402598731295,-0.735068122732,-0.831035333863,-0.893961094716,-0.631958092068,-0.539699571051,-0.845193570904,-0.705493386586,-0.513887715378,-0.164563686557,-0.510392495013,120.888999939,background,-1
2M03530298+5000291,150.206412832,-2.99489098508,58.262447,50.008106,-7.99143981934,3.35299563209,4382.41559225,0.0,0.0,-0.293271592565,-0.0378633158247,-0.159507308476,-0.214516595817,-0.377761415458,-0.484625460864,-0.575505039596,-0.455348606142,-0.22551032989,-0.36732226589,-0.487939321385,-0.416287533116,-0.450793045779,-0.409875710875,-0.0801476658723,96.2416992188,background,-1
2M03533861+7847001,131.378668941,19.028973628,58.410914,78.783386,42.056098938,1.47323129495,4173.07582295,50.0,-150.0,-2.03640573479,-2.30284118505,-1.47362126086,-1.56536760893,-1.8802672466,-1.56044677019,-2.65117209336,-1.71250200299,-1.29907361233,-1.84705827228,-1.72706114226,-2.10372227757,-1.8917198522,-1.57807502507,-1.47402884279,105.564002991,background,-1
2M03545510+5009420,150.339784727,-2.68555415526,58.72959,50.16169,-82.4959030151,2.86170388676,4885.62498344,0.0,0.0,0.0353395049676,-0.0751718476743,0.0445827308799,-0.00610512923975,-0.113744454654,0.184005096215,-0.0469102297913,0.0870101334192,-0.190781968792,0.0536892047288,-0.0572014287401,0.194700349267,0.0895874016681,0.129083329652,0.247281675426,132.95300293,background,-1
2M03553013+8009576,130.451556972,20.1040366336,58.875568,80.166023,-15.9963998795,3.13661029668,4951.57297951,0.0,0.0,-0.218736840733,-0.363435840847,-0.306463885008,-0.308787531214,-0.428325727162,-0.423013357882,-0.516202947895,-0.530062050727,-0.428928342476,-0.39497929458,-0.491710421039,-0.391834853829,-0.393143734279,-0.261467669447,-0.170694309623,100.906997681,background,-1
2M03590102+7850089,131.543201339,19.2447286809,59.754262,78.835815,-30.4706001282,2.5321864457,4630.94056577,0.0,0.0,0.17687841543,-0.0419093425515,0.165124818201,-0.000579743203764,0.0404331263939,-0.0463652913402,-0.208987678795,-0.128701287211,-0.106437995954,-0.0218087265546,-0.446548209691,-0.152013246602,-0.0079116048276,0.195654703717,-0.0398421671806,100.589996338,background,-1
2M04005954+4809065,152.401470189,-3.57298275106,60.248115,48.151814,-54.7843017578,2.29561817503,4517.61733937,-4.0,2.0,0.12144444945,-0.0904394957117,0.0600283646435,-0.0423981487499,-0.0496160985193,0.192995369921,-0.291099149466,-0.143898847234,0.00864359986938,-0.0620096074929,-0.287082951901,0.0671286112733,-0.0339511664447,0.111092302552,0.131591195435,91.0407028198,background,-1
2M04034652+7913262,131.429208361,19.6809883812,60.943854,79.223946,-24.488199234,2.82879506164,4190.14308857,44.0,-44.0,-0.505701417995,0.0125845719244,-0.330735857305,-0.262304276111,-0.548225512118,-0.19645166565,-0.962944876793,-0.421799326123,-0.201083486719,-0.547044014833,-0.402165088159,-0.547526967565,-0.537189679463,-0.413047131816,-0.0879988383354,108.003997803,background,-1
2M04035706+5850381,145.674157477,4.75402606303,60.987752,58.843922,-54.5803985596,2.60620188714,4712.5189269,0.0,0.0,-0.12773692733,0.145835186043,-0.141709436709,-0.242861348171,-0.292278886058,-0.0318264537871,-0.575375192313,-0.306061090676,-0.193988228707,-0.199070111894,-0.327630777182,-0.122752059138,-0.197814709687,-0.00952147986868,0.0164661195395,108.084999084,background,-1
2M04040467+5320284,149.344775497,0.650088819834,61.019499,53.341228,-39.4164009094,2.83272282154,5135.36852835,0.0,0.0,-0.271887987143,0.082811281007,-0.230727932047,-0.38094332869,-0.413044139195,-0.162714494496,-0.462299105792,-0.489777250928,-0.398470314793,-0.33150001601,-0.488128049788,-0.284128775511,-0.308402599323,-0.130824624025,-0.0921398970041,150.050003052,background,-1
2M04045676+5641551,147.204923086,3.24138580625,61.2365292026,56.6986467931,-6.07713985443,2.33357173631,5038.97683628,1.5,-0.5,-2.09687606364,-2.06331447903,-1.43632036821,-1.49972354405,-1.52692895861,-1.24814974141,-1.95762425886,-1.47432296072,-1.61256121734,-1.80004457509,-1.96071980403,-1.94363493844,-1.7282165054,-1.56149789042,-1.36853024233,471.100006104,background,-1
2M04052672+5132563,150.691975768,-0.550168602779,61.361364,51.548996,-35.7906990051,2.44314978222,4916.66607311,0.0,0.0,-0.28860936681,-0.951249254795,-0.377296521454,-0.519893390318,-0.63969431922,-0.384542421406,-0.734174824997,-0.603233659444,-0.552672499059,-0.523585004803,-0.806290010353,-0.380017682097,-0.54267215749,-0.265957512099,-0.337648849493,78.3059997559,background,-1
2M04064806+5641323,147.398789229,3.40699472075,61.700289,56.692326,-11.9361000061,2.08051608015,4526.23575478,0.0,0.0,-0.183658642632,-0.335565708404,-0.282476337133,-0.393687539334,-0.468279790807,-0.178575014261,-0.747170073437,-0.605635641457,-0.453087438249,-0.395970019116,-0.436077712384,-0.394635134849,-0.431694922112,-0.158024435205,-0.204595480517,248.968002319,background,-1
2M04100700+4640363,154.539540018,-3.63898965094,62.529171,46.676769,14.3920001984,2.51415955011,4788.05238563,-13.1000003815,12.6000003815,-0.20913189355,-0.318519460971,-0.10910245166,-0.348190061257,-0.435534527149,-0.116823907058,-0.234323438468,-0.299047673963,-0.316412423165,-0.266323631608,-0.566633004802,-0.375189201094,-0.38344636176,-0.0384512722593,-0.0850881679405,178.701004028,background,-1
2M04114075+5129232,151.447811035,0.0602535503056,62.919823,51.489796,43.9272994995,2.5964343541,4938.19740913,0.0,0.0,-0.0405168280674,-0.567778708273,-0.0324567922086,-0.290324255078,-0.302156398208,-0.400122585826,0.243948370309,-0.43083614892,-0.374086711991,-0.281753398452,-0.542759726362,-0.359479084899,-0.46875124655,0.00342215104752,-0.114445322712,113.097000122,background,-1
2M04132865+4503410,156.075401034,-4.41644542935,63.369388,45.06139,14.6270999908,2.60254376454,4721.28266526,-7.59999990463,19.3999996185,-0.14690364178,0.0354080732013,-0.213554442574,-0.242852258781,-0.285941399943,-0.119945340791,-0.28441414709,-0.196437281943,-0.293622995356,-0.253467071559,-0.343979481388,-0.218923204121,-0.256349818219,-0.0619791299544,-0.0103600613048,217.25100708,background,-1
2M04160636+4510477,156.328830155,-4.01002819521,64.026525,45.179924,-60.9509010315,1.85660711073,4396.23047942,0.0,0.0,-0.314462925607,-0.562307450987,-0.288009728549,-0.450225701612,-0.4694511836,-0.211730154336,-0.759685083993,-0.537766331613,-0.450718298125,-0.426109481926,-0.43098817506,-0.414327343523,-0.414905257659,-0.172712396822,-0.198836266396,379.139007568,background,-1
2M04205266+5609122,149.184169082,4.35805863374,65.219418,56.153416,-14.921500206,2.71185708895,4880.94485309,0.0,0.0,-0.0559634212691,-0.341029074324,-0.0716139197436,-0.256329109778,-0.241535644412,-0.0532778315837,-0.439493792003,-0.266839414167,-0.13119086888,-0.181006322736,-0.375003006565,-0.121745144564,-0.170664434561,-0.027728971771,0.0179466357497,235.074005127,background,-1
2M04251274+4404012,158.266387865,-3.65478747406,66.303105,44.067017,-35.504699707,2.71068784575,4952.0812744,0.0,0.0,0.131080371146,-0.328143479685,0.0888614991584,-0.0513050274863,-0.21387228856,0.16151375404,-0.185236957657,0.0289656136483,-0.179899114588,0.0402506891116,-0.381455801304,0.069676814605,-0.0543927807402,0.201544517084,-0.0922767862413,155.529998779,background,-1
2M04260777+4333513,158.74338096,-3.88627108701,66.532375483,43.5642702,34.6122016907,2.37698756501,4965.36108946,-0.10000000149,-3.20000004768,-2.08377011883,-1.02940686945,-1.51908438638,-1.57406927221,-1.48246253739,-1.75552820793,-2.16105783684,-1.75949892817,-1.64572768307,-1.8060544274,-1.57791172189,-1.91580942566,-1.78019521584,-1.59594845414,-1.37004275746,423.07699585,background,-1
2M04271378+5434456,150.944447483,3.90054567387,66.80745,54.579353,-50.8008003235,2.78277041889,5036.15524037,0.0,0.0,0.0137319111099,-0.19872173637,-0.0864790208076,-0.203866023512,-0.294551945675,-0.00532580441752,-0.1883939429,-0.437959316999,-0.166570024585,-0.166124328598,-0.311638118207,-0.0850054380453,-0.128642485393,0.0809910492637,-0.0616134801841,127.275001526,background,-1
2M04281056+4221311,159.8752847,-4.45127988793,67.044,42.358662,-10.0413999557,2.48421930117,4642.5380101,2.79999995232,1.10000002384,0.223502103913,0.351282381858,0.204206518683,0.168026319413,0.198238819703,0.429656858964,0.0502536484844,0.273166327224,0.0682359674892,0.183598167398,-0.0201959782055,0.337537135447,0.195876902537,0.329478445417,0.618434302001,128.186004639,background,-1
2M04293721+5436475,151.159276091,4.17457652434,67.405072,54.613201,-20.2262992859,2.6374714073,4952.89597448,0.0,0.0,-0.201972655761,-0.426300025689,-0.178249525885,-0.316360326111,-0.40481944671,-0.209221020032,-0.438302625943,-0.545644721431,-0.516351800269,-0.34264207919,-0.722802325288,-0.303604481596,-0.45727572395,-0.0702069406671,-0.220038767482,94.8762969971,background,-1
2M04305071+4031231,161.559891882,-5.34703629779,67.711326,40.523087,-28.6940002441,3.54999808024,5089.50130243,-3.40000009537,-4.59999990463,0.108374193728,-0.0241645056768,0.118927300946,0.0849677602013,0.0196948238218,0.000481246194741,0.135236140949,0.0258322784861,-0.0105044969848,0.102187895813,-0.0971041724979,0.25044028541,0.117161166189,0.227479895846,0.186071989532,233.457992554,background,-1
2M04312056+3519592,165.466181542,-8.79994283774,67.835683,35.333118,38.1873016357,2.5441845041,4894.47403545,0.0,0.0,-0.0163358948537,-0.0850319775938,-0.267267989105,-0.351220431366,-0.474148923952,-0.126404019034,-0.089441957248,-0.392039090397,-0.354119754823,-0.299468396799,-0.517051455495,-0.348606668298,-0.432604641458,-0.167076965395,-0.148218188521,123.000999451,background,-1
2M04330041+4554237,157.883081189,-1.38848327365,68.251711,45.906605,-58.398601532,2.52838006848,4834.4164002,-2.0,6.0,-0.00994675977836,-0.153361258466,-0.148929441189,-0.232641886683,-0.339442206486,0.00768670942352,-0.34896720308,-0.484276963054,-0.223328866734,-0.225537056223,-0.35602807962,-0.139745108157,-0.20483678141,0.0634907041994,-0.0207030624634,91.46900177,background,-1
2M04330411+3604319,165.150480323,-8.04072159417,68.267125,36.07555,-23.5093002319,2.59748187733,4788.47465146,-2.5,-9.39999961853,0.102622879328,-0.0116089035777,0.121279430297,0.0664047027864,-0.0689230615966,0.310734260065,-0.117169156381,-0.0448743026313,-0.0750209470276,0.0929199854765,-0.127362677537,0.188829168906,-0.00415622630074,0.319494991818,0.266480392674,374.479003906,background,-1
2M04335668+3644218,164.774051043,-7.46395877277,68.486192,36.739395,9.05741024017,1.47593413321,4175.96588868,-6.19999980927,-10.3000001907,0.0401172945239,0.124667389764,-0.0149686320567,-0.0882125548153,-0.234172241586,0.328274322187,-0.233281527468,0.116720851325,-0.125347707661,-0.0785350115767,-0.156006118804,0.0739184735821,-0.0888404753191,0.0413564452031,0.00678173977123,717.817993164,background,-1
2M04345663+2813498,171.384895182,-12.9550651392,68.735973,28.230511,-33.0559997559,2.88432304736,4917.18092691,0.699999988079,1.60000002384,-0.0163941324658,0.0418460515001,-0.0386752418738,-0.0811224887754,-0.149273364036,0.0312851805361,0.00410267275213,0.0241313653611,-0.144035066484,-0.0484851889838,-0.208823481651,0.0899904016563,-0.0281449183881,0.0355231747838,0.0638739107726,287.191986084,background,-1
2M04350875+2756271,171.639709958,-13.1107948722,68.7864809516,27.9408656222,2.02009010315,2.00759481343,4923.25139775,0.699999988079,-6.40000009537,-2.01536861476,-1.17085679926,-1.45258316497,-1.60826883516,-1.73302594666,-1.52263170827,-2.07516281875,-1.62235994486,-1.79938964928,-1.8133759694,-1.818988417,-1.79085830392,-1.79536472809,-1.57043738705,-1.34919310063,241.544998169,background,-1
2M04353053+3621108,165.275651266,-7.48945030256,68.877234,36.353001,14.5208997726,2.78844656027,4902.34579109,0.0,0.0,-0.247180625194,-0.200857885282,-0.235288966646,-0.345352069997,-0.366130048005,-0.184841066402,-0.496696338225,-0.298827776958,-0.385222172948,-0.311356414421,-0.358340466052,-0.277242562671,-0.406763221593,-0.188084841701,-0.174307177106,123.946998596,background,-1
2M04364246+4256062,160.52185028,-2.90948955361,69.17695,42.935066,6.94472980499,2.06989302239,4425.51346732,-11.6000003815,7.19999980927,0.0777756911528,0.0780972216101,0.0760190155845,0.0167043769578,-0.0832171232542,0.217621554075,-0.127184732733,0.120528077004,-0.00106948526448,0.03202277345,-0.0917594608673,0.161477135722,-0.00195947390505,0.0933008867374,0.0518076794803,670.770996094,background,-1
2M04381779+5827060,149.119116195,7.64498146711,69.574161,58.451691,-16.7702999115,2.57769106145,4789.39593024,0.0,0.0,0.0213103185282,-0.0538546438989,-0.033624434208,-0.173747936919,-0.181298077792,-0.00186890352105,-0.487028701737,-0.191209297639,-0.183738321577,-0.0923874993981,-0.210888344855,-0.0670182404534,-0.14313395422,0.0923722115475,0.189255113459,110.64099884,background,-1
2M04391366+5209186,153.945338749,3.57024026292,69.806925,52.15519,-26.0680007935,2.74007776425,4892.44902733,0.0,0.0,0.000843959157657,0.0990891420093,0.0842094366306,-0.0322823096158,-0.176667192581,0.177100541525,-0.443545697816,-0.22524740661,-0.0545798798105,0.0359813030407,-0.199115173014,0.0900002915589,-0.0361372737649,0.277479960825,0.118217774897,329.42199707,background,-1
2M04393521+5837094,149.103840043,7.88206433195,69.896733,58.619286,-15.0559997559,2.67994341442,4184.12473997,-14.0,0.0,-0.763268591532,-0.282571143525,-0.643229399571,-0.615208108634,-0.8093599734,-0.661300684832,-1.43203452161,-0.872409857708,-0.626170976602,-0.84415765414,-0.719325447071,-0.911362062391,-0.893935548287,-0.729992797266,-0.235947485537,106.042999268,background,-1
2M04402172+2727414,172.78129533,-12.5417070482,70.0905390832,27.4615117013,7.10347986221,2.1585035126,5082.85065291,6.90000009537,-8.5,-1.94382919167,-1.5597592547,-1.33340075431,-1.45981772462,-1.50104495565,-0.894405364401,-1.56988097535,-1.44294430314,-1.46467915459,-1.61088702094,-1.73099706117,-1.93547341338,-1.61538462622,-1.48366156467,-1.32613355608,313.212005615,background,-1
2M04402907+5155133,154.249879538,3.55931542509,70.121161,51.920368,-29.3411006927,2.1548221142,4538.23904532,0.0,0.0,-0.124370263486,-0.383097412592,-0.133699947516,-0.138991769818,-0.326969838926,-0.171512622477,-0.786406614524,-0.419679191117,-0.120856443972,-0.265714748319,-0.564156371636,-0.307293864068,-0.374259123522,-0.00419440383319,-0.105060130824,112.03099823,background,-1
2M04420322+3806047,164.824148022,-5.35584303538,70.513437,38.101322,-16.3498001099,2.9965147385,5045.48607703,0.0,0.0,-0.180525871328,-0.61662695068,-0.294053436936,-0.0236393500664,-0.62115109912,-0.469366313637,-0.507053890641,-0.625195911992,-0.361366435295,-0.484564051583,-0.724218016701,-0.58385214258,-0.672357173672,-0.14584035326,-0.427386889782,82.4169998169,background,-1
2M04423544+3947458,163.608748304,-4.16585089353,70.647695,39.796062,17.6573009491,1.72420198836,4355.50964766,2.0,-4.0,-0.368317492499,-0.623090860381,-0.420088814281,-0.532457238888,-0.500093839434,-0.363258470005,-0.763200030663,-0.687891814519,-0.568795095852,-0.533168905945,-0.64330401916,-0.555760002272,-0.554434479575,-0.325303932785,-0.403666487274,675.307983398,background,-1
2M04434412+2917257,171.832831963,-10.80018251,70.93387,29.290478,4.17068004608,3.00766409516,5084.94863127,-3.29999995232,-2.70000004768,-0.0649664893291,-0.0503223724433,-0.0935208594234,-0.159726757156,-0.158124435557,-0.0675986349168,-0.196274305424,-0.173592773135,-0.186031808391,-0.117664309758,-0.24846929175,-0.0440755549914,-0.140096463645,0.0322986256328,-0.067600036584,365.514007568,background,-1
2M04444286+5149013,154.757356014,3.98427211923,71.178622,51.817051,-119.037002563,2.25091132048,4439.59159594,2.0,6.0,-0.409281653137,-0.633456482538,-0.215946478545,-0.303323330787,-0.262402345057,-0.527631486683,-0.68996511766,-0.444736076855,-0.426605644412,-0.498484637857,-0.514074101006,-0.58759916699,-0.384556015681,-0.306842070638,-0.197312545147,316.479003906,background,-1
2M04444423+5820543,149.753732238,8.21715975346,71.184318,58.348431,-197.636001587,2.48404957853,4705.81561364,0.0,0.0,-0.680061112717,-0.850561635342,-0.609456263446,-0.712702436079,-0.804232986821,-0.949944005437,-1.21729538539,-1.03609663323,-0.761319438283,-0.923748226632,-0.820302100935,-1.01546656395,-0.93192624725,-0.537055056998,-0.513514493491,110.013999939,background,-1
2M04450448+5915577,149.071146007,8.84027071267,71.268695,59.266052,-29.0231990814,2.79982983032,4911.13004324,0.0,0.0,-0.215437985605,-0.257042236653,-0.131023793596,-0.296572570986,-0.192658993462,-0.181653932153,-0.467040502733,-0.328495726983,-0.260545562535,-0.289321189565,-0.35697966161,-0.217510062785,-0.237449010432,-0.136904531833,-0.0138749646852,129.649002075,background,-1
2M04451405+5656387,150.881280619,7.3635606293,71.308571,56.944084,-49.6161994934,2.05968212614,4552.19633484,0.0,0.0,-0.12637924774,-0.334628241023,-0.168112517197,-0.235031095558,-0.34262535562,-0.046663877102,-0.443618670682,-0.493079321006,-0.2873004084,-0.245247714884,-0.371185236437,-0.190991629847,-0.253176769727,0.0611106500001,-0.0497502039566,187.854995728,background,-1
2M04452180+5147365,154.840685771,4.04518944247,71.3408736201,51.7934839167,7.2590098381,2.57362737379,5126.46680269,-1.79999995232,-3.0,-2.04284064935,-1.95555324914,-1.43774749915,-1.43660723629,-1.40450049366,-1.25571394013,-1.9428223239,-1.42150677157,-1.5577236469,-1.7271365656,-1.86671770084,-1.82688915454,-1.65876163281,-1.5440307428,-1.32525923835,269.04699707,background,-1
2M04463279+3925388,164.386499687,-3.82768990647,71.636649,39.427456,-41.9855003357,3.33411850274,4893.7572419,6.40000009537,-4.30000019073,0.298315889374,0.279073438564,0.286543117576,0.260721524131,0.224892248346,0.48855215363,0.312570607849,0.334856449186,0.121160609748,0.244922739739,0.0836659961544,0.480089148594,0.265786627536,0.366370470471,0.319431895777,210.494003296,background,-1
2M04513596+3923168,165.043623086,-3.10388634256,72.899838,39.388004,-66.3463973999,2.95210153622,5122.78617572,3.0,-4.0,-0.36543222266,-0.3318438959,-0.391124279068,-0.452870088907,-0.549945475871,-0.362814182686,-0.704577385568,-0.619795708397,-0.477481930952,-0.549778015738,-0.646172210634,-0.570058977836,-0.556887628875,-0.302308390545,-0.227566960044,86.272102356,background,-1
2M04513714+3930304,164.952905751,-3.02441534406,72.904769,39.50845,20.5419998169,1.95073284143,4417.92299628,8.30000019073,-9.69999980927,0.0297324552439,-0.0600737173564,0.0146733601646,-0.0858035518885,-0.14920832667,0.276861804706,-0.185231109882,-0.0331182872981,-0.0974087579786,-0.00868159752579,-0.130068159546,0.0877531100974,-0.0415816843579,0.0750625433845,0.0453405404389,1350.60998535,background,-1
2M04533237+4940548,157.296563232,3.68860984021,73.3849159246,49.6819147498,14.0284996033,2.45300020618,5069.09574781,12.3999996185,-24.5,-2.0237414311,-1.83907929998,-1.44278184346,-1.48001079385,-1.50208349974,-1.36652605164,-1.99061361241,-1.47062907642,-1.64485965413,-1.79695026176,-1.94849123504,-1.88426940657,-1.72510742869,-1.54744964691,-1.34845643143,682.255004883,background,-1
2M04533808+3816370,166.156616063,-3.50002528737,73.408702,38.276947,-18.1453990936,2.31593880102,4936.585598,0.0,0.0,-0.208743151118,0.159690628377,-0.131176111977,-0.457466694857,-0.772735744649,-0.120060513025,-0.463971104828,-0.370657757241,-0.471231298542,-0.379982360952,-0.887621862472,-0.505261551433,-0.530505057688,-0.0263891949545,-0.345228435618,99.768699646,background,-1
2M04560184+2205380,179.359997789,-13.0861253832,74.007697,22.093903,-24.1692008972,2.22301853138,4723.63191272,8.5,-0.600000023842,-0.47613714775,-0.423191486949,-0.453412779698,-0.496915350445,-0.590337506868,-0.598439159032,-0.647978173718,-0.888758469288,-0.464648227891,-0.593378453437,-0.652808396673,-0.759424140974,-0.702954974595,-0.225429260823,-0.195334189729,85.1557998657,background,-1
